GPSTrack
013950009319543 - 13.575881,100.767338 - time13/09/2015 0:00:07
013950009320285 - 13.575486,100.766973 - time13/09/2015 16:30:37
013950009319972 - 13.575768,100.767151 - time13/09/2015 16:30:38
013950009319451 - 13.575550,100.767121 - time13/09/2015 16:30:38
013950009320152 - 13.575771,100.767090 - time13/09/2015 16:30:40
013950009309742 - 13.733710,100.572900 - time13/09/2015 16:30:41
013950009315384 - 13.575743,100.767336 - time13/09/2015 16:30:41
013950009323768 - 13.575823,100.767013 - time13/09/2015 16:30:43
013950009329336 - 13.733818,100.572895 - time13/09/2015 16:30:45
013950009312506 - 13.575721,100.767708 - time13/09/2015 16:30:45
013950009324535 - 13.575748,100.767295 - time13/09/2015 16:30:48
013950009314809 - 13.575715,100.767271 - time13/09/2015 16:30:48
013950009320004 - 13.575880,100.767460 - time13/09/2015 16:30:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:30:50
013950009319543 - 13.575916,100.767583 - time13/09/2015 16:30:52
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:30:56
013950009313595 - 13.717461,100.584508 - time13/09/2015 16:30:58
013950009320509 - 13.575588,100.767243 - time13/09/2015 16:30:58
013950009319790 - 13.575790,100.767240 - time13/09/2015 16:30:58
013950009310849 - 13.575506,100.766916 - time13/09/2015 16:30:59
013950009324832 - 13.575446,100.767368 - time13/09/2015 16:31:00
013950009320426 - 13.575903,100.767243 - time13/09/2015 16:31:01
013950009320285 - 13.575488,100.766958 - time13/09/2015 16:31:07
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:31:07
013950009319451 - 13.575550,100.767125 - time13/09/2015 16:31:08
013950009319972 - 13.575755,100.767140 - time13/09/2015 16:31:08
013950009320152 - 13.575780,100.767101 - time13/09/2015 16:31:10
013950009309742 - 13.733705,100.572910 - time13/09/2015 16:31:11
013950009315384 - 13.575755,100.767345 - time13/09/2015 16:31:11
013950009323768 - 13.575830,100.767020 - time13/09/2015 16:31:13
013950009329336 - 13.733756,100.572953 - time13/09/2015 16:31:15
013950009312506 - 13.575741,100.767710 - time13/09/2015 16:31:15
013950009324535 - 13.575795,100.767366 - time13/09/2015 16:31:18
013950009314809 - 13.575713,100.767250 - time13/09/2015 16:31:18
013950009320004 - 13.575803,100.767450 - time13/09/2015 16:31:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:31:20
013950009319543 - 13.575726,100.767436 - time13/09/2015 16:31:22
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:31:26
013950009319790 - 13.575795,100.767240 - time13/09/2015 16:31:28
013950009313595 - 13.717470,100.584508 - time13/09/2015 16:31:28
013950009320509 - 13.575501,100.767306 - time13/09/2015 16:31:28
013950009310849 - 13.575508,100.766898 - time13/09/2015 16:31:29
013950009324832 - 13.575473,100.767356 - time13/09/2015 16:31:30
013950009320426 - 13.575920,100.767261 - time13/09/2015 16:31:31
013950009320285 - 13.575485,100.767005 - time13/09/2015 16:31:37
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:31:37
013950009319972 - 13.575746,100.767140 - time13/09/2015 16:31:38
013950009319451 - 13.575600,100.767110 - time13/09/2015 16:31:38
013950009320152 - 13.575790,100.767101 - time13/09/2015 16:31:40
013950009309742 - 13.733706,100.572903 - time13/09/2015 16:31:41
013950009315384 - 13.575761,100.767340 - time13/09/2015 16:31:41
013950009323768 - 13.575845,100.767016 - time13/09/2015 16:31:43
013950009312506 - 13.575733,100.767718 - time13/09/2015 16:31:45
013950009329336 - 13.733745,100.572951 - time13/09/2015 16:31:45
013950009324535 - 13.575693,100.767360 - time13/09/2015 16:31:47
013950009314809 - 13.575720,100.767255 - time13/09/2015 16:31:48
013950009320004 - 13.575738,100.767425 - time13/09/2015 16:31:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:31:50
013950009319543 - 13.575773,100.767378 - time13/09/2015 16:31:52
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:31:56
013950009319790 - 13.575786,100.767245 - time13/09/2015 16:31:58
013950009310849 - 13.575526,100.766883 - time13/09/2015 16:31:59
013950009320509 - 13.575535,100.767336 - time13/09/2015 16:31:58
013950009313595 - 13.717485,100.584516 - time13/09/2015 16:31:58
013950009324832 - 13.575525,100.767348 - time13/09/2015 16:32:00
013950009320426 - 13.575916,100.767256 - time13/09/2015 16:32:01
013950009320285 - 13.575470,100.767065 - time13/09/2015 16:32:07
013950009319972 - 13.575743,100.767140 - time13/09/2015 16:32:08
013950009319451 - 13.575670,100.767095 - time13/09/2015 16:32:08
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:32:07
013950009320152 - 13.575783,100.767110 - time13/09/2015 16:32:10
013950009309742 - 13.733695,100.572920 - time13/09/2015 16:32:11
013950009315384 - 13.575766,100.767346 - time13/09/2015 16:32:11
013950009323768 - 13.575851,100.767018 - time13/09/2015 16:32:13
013950009312506 - 13.575613,100.767706 - time13/09/2015 16:32:15
013950009329336 - 13.733758,100.572940 - time13/09/2015 16:32:15
013950009324535 - 13.575783,100.767401 - time13/09/2015 16:32:17
013950009314809 - 13.575715,100.767260 - time13/09/2015 16:32:18
013950009320004 - 13.575713,100.767410 - time13/09/2015 16:32:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:32:20
013950009319543 - 13.575730,100.767345 - time13/09/2015 16:32:22
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:32:27
013950009319790 - 13.575783,100.767245 - time13/09/2015 16:32:28
013950009320509 - 13.575606,100.767288 - time13/09/2015 16:32:28
013950009310849 - 13.575503,100.766941 - time13/09/2015 16:32:29
013950009313595 - 13.717463,100.584523 - time13/09/2015 16:32:29
013950009324832 - 13.575545,100.767358 - time13/09/2015 16:32:30
013950009320426 - 13.575888,100.767245 - time13/09/2015 16:32:31
013950009320285 - 13.575445,100.767111 - time13/09/2015 16:32:37
013950009319972 - 13.575765,100.767138 - time13/09/2015 16:32:38
013950009319451 - 13.575655,100.767095 - time13/09/2015 16:32:38
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:32:38
013950009320152 - 13.575766,100.767116 - time13/09/2015 16:32:40
013950009309742 - 13.733700,100.572906 - time13/09/2015 16:32:41
013950009315384 - 13.575770,100.767343 - time13/09/2015 16:32:41
013950009323768 - 13.575826,100.767025 - time13/09/2015 16:32:43
013950009312506 - 13.575516,100.767700 - time13/09/2015 16:32:45
013950009329336 - 13.733760,100.572958 - time13/09/2015 16:32:45
013950009324535 - 13.575871,100.767471 - time13/09/2015 16:32:47
013950009314809 - 13.575708,100.767260 - time13/09/2015 16:32:48
013950009320004 - 13.575685,100.767386 - time13/09/2015 16:32:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:32:51
013950009319543 - 13.576006,100.767418 - time13/09/2015 16:32:52
013950009319790 - 13.575781,100.767243 - time13/09/2015 16:32:58
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:32:57
013950009310849 - 13.575475,100.766986 - time13/09/2015 16:32:59
013950009320509 - 13.575656,100.767290 - time13/09/2015 16:32:58
013950009313595 - 13.717471,100.584511 - time13/09/2015 16:32:59
013950009324832 - 13.575611,100.767318 - time13/09/2015 16:33:00
013950009320426 - 13.575888,100.767248 - time13/09/2015 16:33:01
013950009320285 - 13.575453,100.767126 - time13/09/2015 16:33:07
013950009319972 - 13.575763,100.767135 - time13/09/2015 16:33:08
013950009319451 - 13.575635,100.767100 - time13/09/2015 16:33:08
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:33:08
013950009320152 - 13.575750,100.767125 - time13/09/2015 16:33:09
013950009309742 - 13.733698,100.572906 - time13/09/2015 16:33:10
013950009323768 - 13.575818,100.767023 - time13/09/2015 16:33:13
013950009312506 - 13.575568,100.767733 - time13/09/2015 16:33:15
013950009329336 - 13.733761,100.572988 - time13/09/2015 16:33:15
013950009324535 - 13.575826,100.767470 - time13/09/2015 16:33:17
013950009314809 - 13.575696,100.767268 - time13/09/2015 16:33:18
013950009320004 - 13.575548,100.767340 - time13/09/2015 16:33:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:33:21
013950009319543 - 13.576006,100.767393 - time13/09/2015 16:33:22
013950009315384 - 13.575770,100.767336 - time13/09/2015 16:33:11
013950009319790 - 13.575781,100.767236 - time13/09/2015 16:33:27
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:33:27
013950009310849 - 13.575478,100.767005 - time13/09/2015 16:33:28
013950009320509 - 13.575613,100.767306 - time13/09/2015 16:33:28
013950009313595 - 13.717468,100.584480 - time13/09/2015 16:33:29
013950009324832 - 13.575693,100.767328 - time13/09/2015 16:33:30
013950009320426 - 13.575836,100.767231 - time13/09/2015 16:33:31
013950009320285 - 13.575461,100.767143 - time13/09/2015 16:33:37
013950009319972 - 13.575760,100.767151 - time13/09/2015 16:33:38
013950009319451 - 13.575658,100.767133 - time13/09/2015 16:33:38
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:33:38
013950009320152 - 13.575745,100.767113 - time13/09/2015 16:33:39
013950009309742 - 13.733695,100.572905 - time13/09/2015 16:33:40
013950009323768 - 13.575831,100.767026 - time13/09/2015 16:33:43
013950009312506 - 13.575751,100.767755 - time13/09/2015 16:33:45
013950009329336 - 13.733773,100.572973 - time13/09/2015 16:33:45
013950009324535 - 13.575780,100.767450 - time13/09/2015 16:33:47
013950009314809 - 13.575688,100.767275 - time13/09/2015 16:33:48
013950009320004 - 13.575583,100.767391 - time13/09/2015 16:33:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:33:51
013950009319543 - 13.575731,100.767498 - time13/09/2015 16:33:52
013950009319790 - 13.575778,100.767228 - time13/09/2015 16:33:57
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:33:57
013950009320509 - 13.575685,100.767275 - time13/09/2015 16:33:58
013950009310849 - 13.575481,100.766961 - time13/09/2015 16:33:58
013950009313595 - 13.717470,100.584471 - time13/09/2015 16:33:59
013950009324832 - 13.575658,100.767350 - time13/09/2015 16:34:00
013950009320426 - 13.575805,100.767223 - time13/09/2015 16:34:01
013950009315384 - 13.575770,100.767336 - time13/09/2015 16:33:11
013950009315384 - 13.575771,100.767338 - time13/09/2015 16:33:41
013950009320285 - 13.575468,100.767148 - time13/09/2015 16:34:06
013950009319972 - 13.575755,100.767156 - time13/09/2015 16:34:07
013950009319451 - 13.575720,100.767123 - time13/09/2015 16:34:08
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:34:08
013950009320152 - 13.575735,100.767111 - time13/09/2015 16:34:09
013950009309742 - 13.733701,100.572880 - time13/09/2015 16:34:10
013950009315384 - 13.575771,100.767340 - time13/09/2015 16:34:11
013950009323768 - 13.575845,100.767023 - time13/09/2015 16:34:13
013950009312506 - 13.575746,100.767771 - time13/09/2015 16:34:14
013950009329336 - 13.733783,100.572955 - time13/09/2015 16:34:15
013950009324535 - 13.575880,100.767460 - time13/09/2015 16:34:17
013950009314809 - 13.575690,100.767276 - time13/09/2015 16:34:18
013950009320004 - 13.575563,100.767405 - time13/09/2015 16:34:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:34:21
013950009319543 - 13.575635,100.767573 - time13/09/2015 16:34:22
013950009319790 - 13.575761,100.767228 - time13/09/2015 16:34:27
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:34:28
013950009310849 - 13.575476,100.766946 - time13/09/2015 16:34:28
013950009320509 - 13.575630,100.767243 - time13/09/2015 16:34:28
013950009313595 - 13.717470,100.584488 - time13/09/2015 16:34:29
013950009324832 - 13.575588,100.767358 - time13/09/2015 16:34:30
013950009320426 - 13.575800,100.767228 - time13/09/2015 16:34:31
013950009320285 - 13.575473,100.767120 - time13/09/2015 16:34:36
013950009319972 - 13.575753,100.767166 - time13/09/2015 16:34:37
013950009319451 - 13.575733,100.767108 - time13/09/2015 16:34:38
013950009320152 - 13.575713,100.767106 - time13/09/2015 16:34:39
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:34:39
013950009309742 - 13.733701,100.572878 - time13/09/2015 16:34:40
013950009315384 - 13.575773,100.767341 - time13/09/2015 16:34:41
013950009323768 - 13.575841,100.767021 - time13/09/2015 16:34:43
013950009312506 - 13.575813,100.767810 - time13/09/2015 16:34:44
013950009329336 - 13.733770,100.572956 - time13/09/2015 16:34:45
013950009324535 - 13.575763,100.767431 - time13/09/2015 16:34:47
013950009314809 - 13.575680,100.767281 - time13/09/2015 16:34:48
013950009320004 - 13.575635,100.767395 - time13/09/2015 16:34:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:34:51
013950009319543 - 13.575406,100.767476 - time13/09/2015 16:34:52
013950009319790 - 13.575755,100.767226 - time13/09/2015 16:34:57
013950009310849 - 13.575463,100.766988 - time13/09/2015 16:34:58
013950009320509 - 13.575763,100.767320 - time13/09/2015 16:34:58
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:34:58
013950009313595 - 13.717453,100.584536 - time13/09/2015 16:34:59
013950009324832 - 13.575618,100.767368 - time13/09/2015 16:35:00
013950009320426 - 13.575780,100.767221 - time13/09/2015 16:35:01
013950009320285 - 13.575473,100.767126 - time13/09/2015 16:35:06
013950009319972 - 13.575756,100.767175 - time13/09/2015 16:35:07
013950009319451 - 13.575725,100.767095 - time13/09/2015 16:35:08
013950009320152 - 13.575721,100.767101 - time13/09/2015 16:35:09
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:35:09
013950009309742 - 13.733695,100.572886 - time13/09/2015 16:35:10
013950009315384 - 13.575771,100.767343 - time13/09/2015 16:35:11
013950009323768 - 13.575836,100.767020 - time13/09/2015 16:35:13
013950009312506 - 13.575786,100.767795 - time13/09/2015 16:35:14
013950009329336 - 13.733766,100.572955 - time13/09/2015 16:35:15
013950009324535 - 13.575755,100.767416 - time13/09/2015 16:35:17
013950009314809 - 13.575696,100.767296 - time13/09/2015 16:35:18
013950009320004 - 13.575681,100.767390 - time13/09/2015 16:35:19
013950009319543 - 13.575516,100.767485 - time13/09/2015 16:35:22
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:35:21
013950009319790 - 13.575756,100.767215 - time13/09/2015 16:35:27
013950009310849 - 13.575490,100.766953 - time13/09/2015 16:35:28
013950009320509 - 13.575658,100.767316 - time13/09/2015 16:35:28
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:35:28
013950009313595 - 13.717430,100.584590 - time13/09/2015 16:35:29
013950009324832 - 13.575600,100.767328 - time13/09/2015 16:35:30
013950009320426 - 13.575785,100.767213 - time13/09/2015 16:35:31
013950009320285 - 13.575475,100.767123 - time13/09/2015 16:35:36
013950009319451 - 13.575746,100.767056 - time13/09/2015 16:35:37
013950009319972 - 13.575753,100.767171 - time13/09/2015 16:35:37
013950009320152 - 13.575715,100.767085 - time13/09/2015 16:35:39
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:35:39
013950009309742 - 13.733700,100.572888 - time13/09/2015 16:35:40
013950009315384 - 13.575768,100.767343 - time13/09/2015 16:35:41
013950009323768 - 13.575821,100.767025 - time13/09/2015 16:35:43
013950009312506 - 13.575748,100.767801 - time13/09/2015 16:35:44
013950009329336 - 13.733763,100.572943 - time13/09/2015 16:35:45
013950009324535 - 13.575795,100.767350 - time13/09/2015 16:35:47
013950009314809 - 13.575703,100.767300 - time13/09/2015 16:35:48
013950009320004 - 13.575520,100.767325 - time13/09/2015 16:35:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:35:52
013950009319543 - 13.575788,100.767513 - time13/09/2015 16:35:52
013950009319790 - 13.575758,100.767215 - time13/09/2015 16:35:57
013950009310849 - 13.575491,100.766923 - time13/09/2015 16:35:58
013950009320509 - 13.575586,100.767346 - time13/09/2015 16:35:58
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:35:58
013950009313595 - 13.717450,100.584526 - time13/09/2015 16:35:59
013950009324832 - 13.575605,100.767316 - time13/09/2015 16:36:00
013950009320426 - 13.575815,100.767221 - time13/09/2015 16:36:01
013950009320285 - 13.575476,100.767163 - time13/09/2015 16:36:06
013950009319972 - 13.575746,100.767171 - time13/09/2015 16:36:07
013950009319451 - 13.575770,100.767031 - time13/09/2015 16:36:07
013950009320152 - 13.575720,100.767078 - time13/09/2015 16:36:09
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:36:09
013950009309742 - 13.733695,100.572891 - time13/09/2015 16:36:10
013950009315384 - 13.575785,100.767341 - time13/09/2015 16:36:11
013950009323768 - 13.575816,100.767025 - time13/09/2015 16:36:13
013950009312506 - 13.575713,100.767766 - time13/09/2015 16:36:14
013950009329336 - 13.733756,100.572928 - time13/09/2015 16:36:15
013950009324535 - 13.575851,100.767410 - time13/09/2015 16:36:17
013950009314809 - 13.575701,100.767293 - time13/09/2015 16:36:18
013950009320004 - 13.575626,100.767393 - time13/09/2015 16:36:19
013950009319543 - 13.575820,100.767491 - time13/09/2015 16:36:22
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:36:22
013950009319790 - 13.575760,100.767220 - time13/09/2015 16:36:27
013950009310849 - 13.575488,100.766963 - time13/09/2015 16:36:28
013950009320509 - 13.575690,100.767375 - time13/09/2015 16:36:28
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:36:29
013950009313595 - 13.717465,100.584481 - time13/09/2015 16:36:29
013950009320426 - 13.575821,100.767216 - time13/09/2015 16:36:31
013950009324832 - 13.575606,100.767343 - time13/09/2015 16:36:30
013950009320285 - 13.575463,100.767180 - time13/09/2015 16:36:36
013950009319972 - 13.575743,100.767176 - time13/09/2015 16:36:37
013950009319451 - 13.575775,100.767036 - time13/09/2015 16:36:37
013950009320152 - 13.575730,100.767080 - time13/09/2015 16:36:39
013950009309742 - 13.733691,100.572893 - time13/09/2015 16:36:40
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:36:40
