GPSTrack
013950009309742 - 0.000000,0.000000 - time01/01/2000 7:03:39
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:05:09
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:54:17
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:40:43
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:33:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:28:15
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:19:39
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:30:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:40:21
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:06:09
013950009324477 - 13.834906,100.514271 - time11/09/2015 10:29:00
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:41:43
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:34:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:29:15
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:20:38
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:30:42
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:41:21
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:06:58
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:55:17
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:42:43
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:35:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:30:15
013950009309213 - 13.834926,100.514281 - time11/09/2015 10:29:02
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:31:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:42:20
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:07:09
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:36:43
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:42:50
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:31:15
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:21:38
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:56:01
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:32:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:43:20
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:08:09
013950009319451 - 13.834860,100.514280 - time11/09/2015 10:29:03
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:43:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:32:15
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:33:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:44:20
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:56:17
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:22:38
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:37:43
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:09:08
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:44:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:33:15
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:34:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:23:38
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:57:02
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:37:50
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:10:08
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:44:50
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:34:15
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:45:42
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:24:37
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:57:17
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:38:42
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:35:41
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:11:08
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:45:20
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:35:15
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:46:42
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:58:16
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:24:39
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:36:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:46:20
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:47:42
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:39:42
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:12:08
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:35:22
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:37:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:25:37
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:59:16
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:07:09
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:48:42
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:40:42
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:13:08
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:36:15
013950009329336 - 13.834961,100.514268 - time11/09/2015 10:29:11
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:26:37
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:00:16
013950009314809 - 13.834925,100.514253 - time11/09/2015 10:29:11
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:47:20
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:49:42
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:14:07
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:41:42
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:37:15
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:38:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:27:36
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:01:16
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:47:58
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:50:42
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:15:07
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:42:42
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:38:15
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:39:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:48:20
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:51:42
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:16:07
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:28:36
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:39:15
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:02:16
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:43:42
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:40:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:49:20
013950009319147 - 13.834948,100.514241 - time11/09/2015 10:29:14
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:03:16
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:29:36
013950009320426 - 13.834910,100.514253 - time11/09/2015 10:29:15
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:17:02
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:44:42
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:40:48
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:30:36
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:04:16
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:40:15
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:17:07
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:50:20
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:45:42
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:52:42
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:41:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:31:35
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:41:15
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:18:07
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:05:15
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:52:55
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:42:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:51:20
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:46:41
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:29:18
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:32:35
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:06:05
013950009320285 - 13.834920,100.514241 - time11/09/2015 10:29:19
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:53:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:42:14
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:19:06
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:47:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:33:35
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:43:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:52:19
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:06:15
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:54:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:43:14
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:47:55
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:20:06
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:34:35
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:44:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:53:19
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:07:15
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:55:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:44:14
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:21:06
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:48:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:34:42
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:54:19
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:45:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:56:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:45:14
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:08:15
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:49:41
013950009328270 - 13.834923,100.514270 - time11/09/2015 10:29:22
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:55:19
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:46:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:57:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:35:34
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:45:28
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:09:15
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:22:06
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:56:19
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:47:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:58:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:36:34
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:46:14
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:10:15
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:23:06
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:48:41
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:50:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:37:34
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:47:14
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:57:19
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:59:41
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:11:15
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:24:05
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:38:34
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:48:14
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:51:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:00:41
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:49:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:58:03
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:12:14
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:39:33
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:25:05
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:52:41
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:50:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:58:19
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:01:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:49:14
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:13:14
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:40:33
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:26:05
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:53:40
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:50:54
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:59:19
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:02:40
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:50:14
013950009324477 - 13.834905,100.514260 - time11/09/2015 10:29:30
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:41:33
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:27:05
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:51:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:03:00
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:54:40
013950009319972 - 0.000000,0.000000 - time01/01/2000 11:00:19
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:51:14
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:14:14
013950009309213 - 13.834918,100.514278 - time11/09/2015 10:29:31
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:27:06
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:52:41
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:55:40
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:52:14
013950009319972 - 0.000000,0.000000 - time01/01/2000 11:01:18
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:03:40
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:15:14
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:28:05
013950009319451 - 13.834885,100.514278 - time11/09/2015 10:29:33
013950009319972 - 0.000000,0.000000 - time01/01/2000 11:02:18
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:53:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:53:14
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:42:33
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:04:40
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:16:09
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:29:04
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:56:40
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:54:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:43:32
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:54:14
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:05:40
013950009319972 - 0.000000,0.000000 - time01/01/2000 11:03:18
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:16:14
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:30:04
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:57:40
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:44:32
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:55:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:55:14
013950009319972 - 0.000000,0.000000 - time01/01/2000 11:04:18
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:17:14
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:31:04
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:06:40
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:44:45
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:55:33
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:57:59
013950009319972 - 0.000000,0.000000 - time01/01/2000 11:05:18
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:56:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:07:40
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:18:14
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:45:32
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:32:04
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:58:40
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:57:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:56:14
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:08:40
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:07:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:19:13
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:46:32
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:33:04
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:59:40
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:58:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:57:14
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:09:40
013950009319972 - 0.000000,0.000000 - time01/01/2000 11:06:18
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:20:13
013950009314809 - 13.834943,100.514278 - time11/09/2015 10:29:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:47:31
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:34:03
013950009319451 - 0.000000,0.000000 - time01/01/2000 12:00:40
013950009329336 - 13.834963,100.514273 - time11/09/2015 10:29:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:58:13
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:10:39
013950009319972 - 0.000000,0.000000 - time01/01/2000 11:07:18
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:35:03
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:48:31
013950009319451 - 0.000000,0.000000 - time01/01/2000 12:01:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:21:13
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:59:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:59:13
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:11:39
013950009319972 - 0.000000,0.000000 - time01/01/2000 11:08:07
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:36:03
013950009319451 - 0.000000,0.000000 - time01/01/2000 12:02:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:22:13
013950009320426 - 0.000000,0.000000 - time01/01/2000 12:00:13
013950009329336 - 0.000000,0.000000 - time01/01/2000 12:00:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:49:31
013950009319147 - 13.834971,100.514203 - time11/09/2015 10:29:44
013950009319972 - 0.000000,0.000000 - time01/01/2000 11:08:18
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:37:03
013950009319451 - 0.000000,0.000000 - time01/01/2000 12:03:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:23:13
013950009320426 - 13.834941,100.514223 - time11/09/2015 10:29:45
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:50:30
013950009329336 - 0.000000,0.000000 - time01/01/2000 12:01:00
013950009319147 - 0.000000,0.000000 - time01/01/2000 12:12:39
013950009319972 - 0.000000,0.000000 - time01/01/2000 11:09:18
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:37:10
013950009324477 - 0.000000,0.000000 - time01/01/2000 11:24:13
